login,contributions,url,type,site_admin,account_age_(days),total_prs_submitted,total_prs_merged,total_issues_opened,total_repositories_contributed_to,followers,stars_received,is_member_of_organization,source_project,approval_rate,contributor_seniority
erhangundogan,1,https://github.com/erhangundogan,User,False,5011.0,13.0,9.0,8,30,103,58,False,moment,0.6923076923076923,13.73
estellecomment,1,https://github.com/estellecomment,User,False,4967.0,30.0,30.0,30,27,14,3,False,moment,1.0,13.61
Eugeno,1,https://github.com/Eugeno,User,False,3020.0,30.0,30.0,30,30,5,0,False,moment,1.0,8.27
evan-scott-zocdoc,1,https://github.com/evan-scott-zocdoc,User,False,2932.0,26.0,16.0,30,27,5,0,False,moment,0.6153846153846154,8.03
EzequielB,1,https://github.com/EzequielB,User,False,4489.0,15.0,8.0,6,14,0,5,False,moment,0.5333333333333333,12.3
xfh,1,https://github.com/xfh,User,False,3769.0,20.0,15.0,23,28,4,0,False,moment,0.75,10.33
seferov,1,https://github.com/seferov,User,False,4826.0,30.0,30.0,22,30,116,62,False,moment,1.0,13.22
francisbesset,1,https://github.com/francisbesset,User,False,5215.0,30.0,30.0,22,30,60,170,False,moment,1.0,14.29
frasertweedale,1,https://github.com/frasertweedale,User,False,4540.0,30.0,30.0,30,30,121,13,False,moment,1.0,12.44
guigrpa,1,https://github.com/guigrpa,User,False,4573.0,30.0,28.0,30,30,106,1110,False,moment,0.9333333333333333,12.53
o-Chamie-o,1,https://github.com/o-Chamie-o,User,False,3311.0,8.0,7.0,10,5,2,0,False,moment,0.875,9.07
cheapsteak,1,https://github.com/cheapsteak,User,False,5050.0,30.0,30.0,30,30,169,5,False,moment,1.0,13.84
chasenlehara,1,https://github.com/chasenlehara,User,False,3727.0,30.0,30.0,30,30,36,1,False,moment,1.0,10.21
chetan51,1,https://github.com/chetan51,User,False,5354.0,30.0,30.0,30,30,120,99,False,moment,1.0,14.67
Pephers,1,https://github.com/Pephers,User,False,4743.0,12.0,7.0,4,19,3,92,False,moment,0.5833333333333334,12.99
chienkira,1,https://github.com/chienkira,User,False,3968.0,1.0,1.0,1,30,36,68,False,moment,1.0,10.87
hemp,1,https://github.com/hemp,User,False,5994.0,29.0,23.0,10,5,20,2,False,moment,0.7931034482758621,16.42
cvrebert,1,https://github.com/cvrebert,User,False,5254.0,30.0,30.0,30,25,2295,480,False,moment,1.0,14.39
chulkilee,1,https://github.com/chulkilee,User,False,5800.0,30.0,30.0,30,30,43,5,False,moment,1.0,15.89
crteal,1,https://github.com/crteal,User,False,5330.0,30.0,24.0,8,14,16,2,False,moment,0.8,14.6
patik,1,https://github.com/patik,User,False,5404.0,30.0,30.0,30,30,49,436,False,moment,1.0,14.81
drtobal,1,https://github.com/drtobal,User,False,4390.0,3.0,3.0,25,30,10,1,False,moment,1.0,12.03
topaxi,1,https://github.com/topaxi,User,False,5465.0,30.0,30.0,30,30,105,7,False,moment,1.0,14.97
hagmandan,1,https://github.com/hagmandan,User,False,4554.0,7.0,5.0,1,30,14,0,False,moment,0.7142857142857143,12.48
toofishes,1,https://github.com/toofishes,User,False,5401.0,30.0,30.0,30,30,63,21,False,moment,1.0,14.8
dannyvernovsky,1,https://github.com/dannyvernovsky,User,False,2028.0,0.0,0.0,0,3,0,0,False,moment,0.0,5.56
dasa,1,https://github.com/dasa,User,False,5007.0,30.0,30.0,30,30,59,1,False,moment,1.0,13.72
hjdivad,1,https://github.com/hjdivad,User,False,6053.0,30.0,30.0,30,30,95,16,False,moment,1.0,16.58
judikdavid,1,https://github.com/judikdavid,User,False,5053.0,24.0,15.0,8,30,36,4,False,moment,0.625,13.84
dbkirk4211,1,https://github.com/dbkirk4211,User,False,3478.0,8.0,3.0,0,9,0,0,False,moment,0.375,9.53
davidxmoody,1,https://github.com/davidxmoody,User,False,4265.0,5.0,3.0,10,30,14,56,False,moment,0.6,11.68
dperrymorrow,1,https://github.com/dperrymorrow,User,False,5813.0,30.0,30.0,29,30,67,265,False,moment,1.0,15.93
kwisatz,1,https://github.com/kwisatz,User,False,5430.0,30.0,30.0,30,23,46,2,False,moment,1.0,14.88
ktsaou,6274,https://github.com/ktsaou,User,False,4496.0,30.0,30.0,30,30,648,59,True,netdata,1.0,12.32
netdatabot,3633,https://github.com/netdatabot,User,False,2342.0,30.0,30.0,0,0,91,0,True,netdata,1.0,6.42
ilyam8,2138,https://github.com/ilyam8,User,False,3073.0,30.0,30.0,30,30,133,7,True,netdata,1.0,8.42
Ferroin,1059,https://github.com/Ferroin,User,False,4971.0,30.0,30.0,30,30,59,16,True,netdata,1.0,13.62
paulfantom,561,https://github.com/paulfantom,User,False,4388.0,0.0,0.0,0,30,0,48,False,netdata,0.0,12.02
stelfrag,536,https://github.com/stelfrag,User,False,2042.0,30.0,30.0,30,1,13,1,False,netdata,1.0,5.59
cakrit,400,https://github.com/cakrit,User,False,2346.0,30.0,30.0,30,2,23,0,False,netdata,1.0,6.43
thiagoftsm,398,https://github.com/thiagoftsm,User,False,2148.0,30.0,30.0,30,13,19,1,False,netdata,1.0,5.88
vlvkobal,375,https://github.com/vlvkobal,User,False,3086.0,30.0,30.0,30,3,43,17,False,netdata,1.0,8.45
Ancairon,276,https://github.com/Ancairon,User,False,1637.0,30.0,30.0,30,18,21,0,True,netdata,1.0,4.48
underhood,234,https://github.com/underhood,User,False,4021.0,30.0,30.0,30,6,6,8,False,netdata,1.0,11.02
vkalintiris,210,https://github.com/vkalintiris,User,False,2937.0,0.0,0.0,0,30,5,0,False,netdata,0.0,8.05
joelhans,185,https://github.com/joelhans,User,False,4862.0,0.0,0.0,0,30,37,172,False,netdata,0.0,13.32
paulkatsoulakis,123,https://github.com/paulkatsoulakis,User,False,2627.0,0.0,0.0,0,11,10,2,False,netdata,0.0,7.2
ccremer,115,https://github.com/ccremer,User,False,3582.0,0.0,0.0,0,30,18,321,False,netdata,0.0,9.81
prologic,113,https://github.com/prologic,User,False,4799.0,0.0,0.0,0,30,633,36,False,netdata,0.0,13.15
andrewm4894,107,https://github.com/andrewm4894,User,False,4564.0,0.0,0.0,0,30,95,129,False,netdata,0.0,12.5
mfundul,98,https://github.com/mfundul,User,False,2310.0,0.0,0.0,0,2,15,1,False,netdata,0.0,6.33
tkatsoulas,98,https://github.com/tkatsoulas,User,False,3554.0,0.0,0.0,0,30,13,1,False,netdata,0.0,9.74
hugovalente-pm,55,https://github.com/hugovalente-pm,User,False,1409.0,30.0,30.0,30,6,5,9,False,netdata,1.0,3.86
amoss,48,https://github.com/amoss,User,False,4907.0,30.0,30.0,30,7,6,5,False,netdata,1.0,13.44
knatsakis,39,https://github.com/knatsakis,User,False,4113.0,30.0,30.0,30,26,19,34,False,netdata,1.0,11.27
sashwathn,38,https://github.com/sashwathn,User,False,1158.0,30.0,30.0,30,2,1,0,False,netdata,1.0,3.17
shyamvalsan,37,https://github.com/shyamvalsan,User,False,2969.0,30.0,30.0,30,30,3,3,False,netdata,1.0,8.13
alonbl,34,https://github.com/alonbl,User,False,4813.0,30.0,30.0,30,30,133,13,False,netdata,1.0,13.19
facetoe,33,https://github.com/facetoe,User,False,4774.0,30.0,30.0,30,30,48,103,False,netdata,1.0,13.08
jacekkolasa,32,https://github.com/jacekkolasa,User,False,4130.0,30.0,30.0,30,13,24,1,False,netdata,1.0,11.32
gmosx,30,https://github.com/gmosx,User,False,5922.0,30.0,30.0,30,30,133,435,False,netdata,1.0,16.22
lets00,29,https://github.com/lets00,User,False,4215.0,30.0,30.0,16,30,35,6,False,netdata,1.0,11.55
odyslam,28,https://github.com/odyslam,User,False,3500.0,30.0,30.0,30,30,444,150,False,netdata,1.0,9.59
Wing924,28,https://github.com/Wing924,User,False,3799.0,30.0,30.0,30,30,15,25,False,netdata,1.0,10.41
philwhineray,27,https://github.com/philwhineray,User,False,4809.0,30.0,30.0,30,8,36,6,False,netdata,1.0,13.18
kickoke,26,https://github.com/kickoke,User,False,3489.0,30.0,30.0,30,9,10,0,False,netdata,1.0,9.56
rda0,25,https://github.com/rda0,User,False,4015.0,24.0,17.0,30,30,13,11,False,netdata,0.7083333333333334,11.0
maneamarius,24,https://github.com/maneamarius,User,False,3318.0,30.0,30.0,27,19,1,0,False,netdata,1.0,9.09
Dim-P,22,https://github.com/Dim-P,User,False,4111.0,30.0,25.0,17,4,1,1,False,netdata,0.8333333333333334,11.26
Steve8291,22,https://github.com/Steve8291,User,False,3281.0,30.0,30.0,30,9,4,11,False,netdata,1.0,8.99
jsoref,21,https://github.com/jsoref,User,False,4575.0,30.0,30.0,30,30,575,26,False,netdata,1.0,12.53
rlefevre,20,https://github.com/rlefevre,User,False,4181.0,30.0,30.0,30,17,43,5,False,netdata,1.0,11.45
Saruspete,18,https://github.com/Saruspete,User,False,3781.0,30.0,25.0,30,30,64,154,False,netdata,0.8333333333333334,10.36
k0ste,18,https://github.com/k0ste,User,False,3913.0,30.0,30.0,30,30,7,9,False,netdata,1.0,10.72
arch273,17,https://github.com/arch273,User,False,2867.0,6.0,5.0,3,2,1,0,False,netdata,0.8333333333333334,7.85
ntlug,16,https://github.com/ntlug,User,False,5326.0,3.0,3.0,6,6,3,3,False,netdata,1.0,14.59
glensc,14,https://github.com/glensc,User,False,5488.0,30.0,30.0,30,30,158,9,False,netdata,1.0,15.04
n0guest,14,https://github.com/n0guest,User,False,4126.0,7.0,5.0,30,2,8,0,False,netdata,0.7142857142857143,11.3
DShreve2,13,https://github.com/DShreve2,User,False,1288.0,30.0,30.0,2,3,1,2,False,netdata,1.0,3.53
prhomhyse,13,https://github.com/prhomhyse,User,False,3575.0,30.0,25.0,4,7,25,6,False,netdata,0.8333333333333334,9.79
candrews,13,https://github.com/candrews,User,False,5493.0,30.0,30.0,30,30,89,23,False,netdata,1.0,15.05
juacker,12,https://github.com/juacker,User,False,4461.0,29.0,26.0,14,17,10,8,False,netdata,0.896551724137931,12.22
tycho,12,https://github.com/tycho,User,False,5966.0,30.0,30.0,30,30,306,275,False,netdata,1.0,16.35
andvgal,12,https://github.com/andvgal,User,False,4095.0,30.0,13.0,30,0,19,0,False,netdata,0.43333333333333335,11.22
M4itee,11,https://github.com/M4itee,User,False,1848.0,24.0,22.0,6,1,2,0,False,netdata,0.9166666666666666,5.06
ralphm,11,https://github.com/ralphm,User,False,5661.0,30.0,30.0,30,29,82,167,True,netdata,1.0,15.51
UmanShahzad,11,https://github.com/UmanShahzad,User,False,3731.0,30.0,30.0,30,13,95,3,False,netdata,1.0,10.22
domschl,11,https://github.com/domschl,User,False,4148.0,30.0,30.0,30,30,31,510,False,netdata,1.0,11.36
shadycuz,10,https://github.com/shadycuz,User,False,3299.0,30.0,30.0,30,30,38,1,False,netdata,1.0,9.04
manosf,10,https://github.com/manosf,User,False,2736.0,15.0,12.0,1,12,11,6,False,netdata,0.8,7.5
ecowed,10,https://github.com/ecowed,User,False,3401.0,4.0,4.0,4,3,1,0,False,netdata,1.0,9.32
alibo,10,https://github.com/alibo,User,False,4189.0,30.0,24.0,20,30,222,58,False,netdata,0.8,11.48
fredericopissarra,9,https://github.com/fredericopissarra,User,False,2178.0,4.0,4.0,0,0,34,0,False,netdata,1.0,5.97
jasonwbarnett,9,https://github.com/jasonwbarnett,User,False,4990.0,30.0,30.0,30,30,27,0,False,netdata,1.0,13.67
car12o,9,https://github.com/car12o,User,False,2890.0,18.0,17.0,30,13,7,0,False,netdata,0.9444444444444444,7.92
davidak,9,https://github.com/davidak,User,False,5738.0,30.0,30.0,30,30,132,1,False,netdata,1.0,15.72
Jiab77,8,https://github.com/Jiab77,User,False,3740.0,30.0,30.0,28,30,79,27,False,netdata,1.0,10.25
askmrsinh,8,https://github.com/askmrsinh,User,False,4089.0,30.0,30.0,30,30,25,21,False,netdata,1.0,11.2
eltociear,7,https://github.com/eltociear,User,False,3057.0,0.0,0.0,0,30,0,17,False,netdata,0.0,8.38
jimcooley,7,https://github.com/jimcooley,User,False,3205.0,9.0,6.0,2,6,1,0,False,netdata,0.6666666666666666,8.78
Chocobo1,7,https://github.com/Chocobo1,User,False,3767.0,30.0,30.0,30,30,198,81,False,netdata,1.0,10.32
Flums,7,https://github.com/Flums,User,False,4877.0,18.0,12.0,3,15,9,9,False,netdata,0.6666666666666666,13.36
t-h-e,7,https://github.com/t-h-e,User,False,4926.0,30.0,30.0,26,26,5,7,False,netdata,1.0,13.5
tperalta82,7,https://github.com/tperalta82,User,False,4311.0,30.0,24.0,16,30,26,3,False,netdata,0.8,11.81
Ehekatl,7,https://github.com/Ehekatl,User,False,3954.0,20.0,15.0,30,30,29,21,False,netdata,0.75,10.83
arkamar,6,https://github.com/arkamar,User,False,4082.0,30.0,30.0,30,30,33,13,False,netdata,1.0,11.18
kattunga,6,https://github.com/kattunga,User,False,4571.0,10.0,10.0,30,30,35,45,False,netdata,1.0,12.52
zack-shoylev,6,https://github.com/zack-shoylev,User,False,4385.0,30.0,30.0,24,24,15,1,False,netdata,1.0,12.01
383c57,6,https://github.com/383c57,User,False,2928.0,2.0,2.0,0,1,0,0,False,netdata,1.0,8.02
amichelic,6,https://github.com/amichelic,User,False,4519.0,6.0,4.0,2,4,0,2,False,netdata,0.6666666666666666,12.38
Aliki92,6,https://github.com/Aliki92,User,False,586.0,13.0,13.0,0,1,0,0,False,netdata,1.0,1.61
tnyeanderson,6,https://github.com/tnyeanderson,User,False,3743.0,30.0,30.0,30,30,9,29,False,netdata,1.0,10.25
thenktor,6,https://github.com/thenktor,User,False,5293.0,30.0,25.0,30,14,11,7,False,netdata,0.8333333333333334,14.5
n0coast,5,https://github.com/n0coast,User,False,4616.0,30.0,30.0,7,10,11,1,False,netdata,1.0,12.65
pjz,5,https://github.com/pjz,User,False,6115.0,30.0,30.0,30,30,50,21,False,netdata,1.0,16.75
cosmix,5,https://github.com/cosmix,User,False,5780.0,30.0,30.0,22,29,55,69,False,netdata,1.0,15.84
odynik,5,https://github.com/odynik,User,False,4051.0,15.0,12.0,4,11,1,1,False,netdata,0.8,11.1
wungad,5,https://github.com/wungad,User,False,4524.0,24.0,12.0,7,28,2,7,False,netdata,0.5,12.39
anayrat,5,https://github.com/anayrat,User,False,4001.0,30.0,30.0,30,30,98,4,False,netdata,1.0,10.96
mcnewton,5,https://github.com/mcnewton,User,False,4786.0,30.0,30.0,8,30,36,45,False,netdata,1.0,13.11
KickerTom,5,https://github.com/KickerTom,User,False,4297.0,20.0,14.0,13,16,4,4,False,netdata,0.7,11.77
ncmans,5,https://github.com/ncmans,User,False,1917.0,18.0,16.0,19,3,10,5,False,netdata,0.8888888888888888,5.25
vladmovchan,5,https://github.com/vladmovchan,User,False,4765.0,23.0,17.0,1,18,3,0,False,netdata,0.7391304347826086,13.05
efaden,4,https://github.com/efaden,User,False,3555.0,8.0,3.0,30,30,0,4,False,netdata,0.375,9.74
vpnable,4,https://github.com/vpnable,User,False,2466.0,6.0,3.0,4,4,0,2,False,netdata,0.5,6.76
yasharne,4,https://github.com/yasharne,User,False,3924.0,27.0,22.0,30,30,38,5,False,netdata,0.8148148148148148,10.75
boxjan,4,https://github.com/boxjan,User,False,2833.0,30.0,30.0,10,30,30,11,False,netdata,1.0,7.76
leolovenet,4,https://github.com/leolovenet,User,False,4550.0,16.0,9.0,7,11,48,190,False,netdata,0.5625,12.47
pavel,4,https://github.com/pavel,User,False,4191.0,22.0,16.0,30,4,7,25,False,netdata,0.7272727272727273,11.48
taniaab,4,https://github.com/taniaab,User,False,2301.0,4.0,4.0,0,0,4,0,False,netdata,1.0,6.3
tech-no-logical,4,https://github.com/tech-no-logical,User,False,4442.0,2.0,2.0,15,6,0,0,False,netdata,1.0,12.17
xginn8,4,https://github.com/xginn8,User,False,4018.0,30.0,30.0,30,29,35,50,False,netdata,1.0,11.01
justohall,4,https://github.com/justohall,User,False,3237.0,4.0,3.0,2,1,0,0,False,netdata,0.75,8.87
rex4539,4,https://github.com/rex4539,User,False,5446.0,30.0,30.0,30,30,114,0,False,netdata,1.0,14.92
breed808,4,https://github.com/breed808,User,False,4440.0,30.0,30.0,18,9,21,6,False,netdata,1.0,12.16
dimko,4,https://github.com/dimko,User,False,3205.0,13.0,12.0,30,18,1,1,False,netdata,0.9230769230769231,8.78
scatenag,4,https://github.com/scatenag,User,False,2230.0,19.0,16.0,22,22,4,1,False,netdata,0.8421052631578947,6.11
intelfx,4,https://github.com/intelfx,User,False,4860.0,0.0,0.0,0,30,0,9,False,netdata,0.0,13.32
jonfairbanks,4,https://github.com/jonfairbanks,User,False,4603.0,30.0,30.0,30,30,33,13,False,netdata,1.0,12.61
lassebm,4,https://github.com/lassebm,User,False,4988.0,30.0,30.0,10,6,17,0,False,netdata,1.0,13.67
vobruba-martin,4,https://github.com/vobruba-martin,User,False,3997.0,30.0,30.0,30,17,6,18,False,netdata,1.0,10.95
allelos,4,https://github.com/allelos,User,False,3819.0,30.0,30.0,1,12,5,25,False,netdata,1.0,10.46
pkoenig10,4,https://github.com/pkoenig10,User,False,4198.0,30.0,30.0,30,30,34,6,False,netdata,1.0,11.5
petecooper,4,https://github.com/petecooper,User,False,5448.0,30.0,30.0,30,9,41,2,False,netdata,1.0,14.93
RicardoSette,4,https://github.com/RicardoSette,User,False,3737.0,8.0,4.0,23,6,2,2,False,netdata,0.5,10.24
tom--,4,https://github.com/tom--,User,False,4850.0,30.0,24.0,30,23,54,125,False,netdata,0.8,13.29
kam1kaze,3,https://github.com/kam1kaze,User,False,4458.0,30.0,30.0,19,30,9,6,False,netdata,1.0,12.21
xPaw,3,https://github.com/xPaw,User,False,5119.0,30.0,30.0,30,30,2394,1976,False,netdata,1.0,14.02
dex4er,3,https://github.com/dex4er,User,False,5527.0,30.0,30.0,30,30,80,8,False,netdata,1.0,15.14
roedie,3,https://github.com/roedie,User,False,4919.0,30.0,30.0,30,30,8,1,False,netdata,1.0,13.48
sgsunder,3,https://github.com/sgsunder,User,False,3307.0,30.0,29.0,21,23,8,17,False,netdata,0.9666666666666667,9.06
stevenh,3,https://github.com/stevenh,User,False,5698.0,30.0,30.0,30,30,41,7,False,netdata,1.0,15.61
ktarasz,3,https://github.com/ktarasz,User,False,4708.0,30.0,30.0,24,23,21,0,False,netdata,1.0,12.9
abalabahaha,3,https://github.com/abalabahaha,User,False,4528.0,30.0,30.0,30,30,385,1586,False,netdata,1.0,12.41
nodiscc,3,https://github.com/nodiscc,User,False,4348.0,30.0,30.0,30,30,961,1769,False,netdata,1.0,11.91
fayak,3,https://github.com/fayak,User,False,3638.0,30.0,19.0,30,21,37,23,False,netdata,0.6333333333333333,9.97
ac000,3,https://github.com/ac000,User,False,5823.0,30.0,30.0,30,30,34,28,False,netdata,1.0,15.95
justin8,3,https://github.com/justin8,User,False,4956.0,30.0,30.0,30,30,25,23,False,netdata,1.0,13.58
hexchain,3,https://github.com/hexchain,User,False,5173.0,30.0,30.0,30,30,151,0,False,netdata,1.0,14.17
aberaud,3,https://github.com/aberaud,User,False,5705.0,30.0,30.0,30,29,42,26,False,netdata,1.0,15.63
apardyl,3,https://github.com/apardyl,User,False,3726.0,30.0,30.0,30,30,28,12,False,netdata,1.0,10.21
powerman,3,https://github.com/powerman,User,False,4777.0,30.0,30.0,30,30,195,388,False,netdata,1.0,13.09
archis-polyverse,3,https://github.com/archis-polyverse,User,False,1236.0,1.0,0.0,1,0,0,0,False,netdata,0.0,3.39
Hermsi1337,3,https://github.com/Hermsi1337,User,False,3307.0,30.0,30.0,30,23,54,280,False,netdata,1.0,9.06
nekkabcire,3,https://github.com/nekkabcire,User,False,2298.0,5.0,4.0,0,3,0,1,False,netdata,0.8,6.3
cherouvim,3,https://github.com/cherouvim,User,False,5051.0,30.0,30.0,30,30,77,1,False,netdata,1.0,13.84
vsc55,3,https://github.com/vsc55,User,False,3498.0,30.0,30.0,30,30,9,7,False,netdata,1.0,9.58
jeffwillette,3,https://github.com/jeffwillette,User,False,3765.0,30.0,30.0,30,30,18,256,False,netdata,1.0,10.32
kmlucy,3,https://github.com/kmlucy,User,False,3464.0,28.0,26.0,30,30,2,77,False,netdata,0.9285714285714286,9.49
lfdominguez,3,https://github.com/lfdominguez,User,False,4154.0,30.0,18.0,30,30,40,19,False,netdata,0.6,11.38
frei-style,3,https://github.com/frei-style,User,False,4373.0,7.0,6.0,1,6,8,17,False,netdata,0.8571428571428571,11.98
MeganBishopMoore,3,https://github.com/MeganBishopMoore,User,False,3875.0,2.0,2.0,0,0,0,0,False,netdata,1.0,10.62
nielsAD,3,https://github.com/nielsAD,User,False,5139.0,30.0,30.0,30,17,77,378,False,netdata,1.0,14.08
iorvd,3,https://github.com/iorvd,User,False,1201.0,16.0,15.0,3,4,1,0,False,netdata,0.9375,3.29
witalisoft,2,https://github.com/witalisoft,User,False,3421.0,30.0,30.0,8,27,6,5,False,netdata,1.0,9.37
xuefer,2,https://github.com/xuefer,User,False,4661.0,30.0,18.0,30,30,32,19,False,netdata,0.6,12.77
dpsy4,2,https://github.com/dpsy4,User,False,3663.0,3.0,2.0,2,1,0,0,False,netdata,0.6666666666666666,10.04
elelayan,2,https://github.com/elelayan,User,False,3055.0,15.0,11.0,16,15,0,0,False,netdata,0.7333333333333333,8.37
elfgoh,2,https://github.com/elfgoh,User,False,5200.0,30.0,30.0,30,20,16,2,False,netdata,1.0,14.25
jlbriston,2,https://github.com/jlbriston,User,False,1976.0,7.0,5.0,2,2,0,0,False,netdata,0.7142857142857143,5.41
kkzhsh,2,https://github.com/kkzhsh,User,False,1347.0,19.0,5.0,0,17,1,0,False,netdata,0.2631578947368421,3.69
lokerhp,2,https://github.com/lokerhp,User,False,2292.0,28.0,19.0,8,30,31,5,False,netdata,0.6785714285714286,6.28
octomike,2,https://github.com/octomike,User,False,4128.0,30.0,30.0,30,30,17,4,False,netdata,1.0,11.31
ghanapunq,2,https://github.com/ghanapunq,User,False,2694.0,3.0,2.0,0,4,0,0,False,netdata,0.6666666666666666,7.38
tinyhammers,2,https://github.com/tinyhammers,User,False,4983.0,4.0,3.0,14,8,2,0,False,netdata,0.75,13.65
Nani-o,2,https://github.com/Nani-o,User,False,2908.0,14.0,12.0,14,30,13,6,False,netdata,0.8571428571428571,7.97
slavaGanzin,2,https://github.com/slavaGanzin,User,False,4920.0,30.0,30.0,30,30,44,163,False,netdata,1.0,13.48
bakalava,2,https://github.com/bakalava,User,False,4128.0,1.0,1.0,2,4,3,0,False,netdata,1.0,11.31
salehi,2,https://github.com/salehi,User,False,3981.0,10.0,3.0,8,30,38,35,False,netdata,0.3,10.91
RaitoBezarius,2,https://github.com/RaitoBezarius,User,False,5350.0,30.0,30.0,30,30,399,43,False,netdata,1.0,14.66
rushikeshjadhav,2,https://github.com/rushikeshjadhav,User,False,4556.0,30.0,30.0,27,30,3,2,False,netdata,1.0,12.48
racciari,2,https://github.com/racciari,User,False,4317.0,30.0,30.0,30,30,10,1,False,netdata,1.0,11.83
jpriebe,2,https://github.com/jpriebe,User,False,4484.0,29.0,20.0,30,30,20,106,False,netdata,0.6896551724137931,12.28
